id,product_hash,category_id,name,slug,description,price,available_item_count,metadata_json
63d96222-3c2a-7923-432c-da53379bee07,0cb27d16a116f0eb7e6c3a5584d05f461b15eff9a0b75adf1a32b691a9232b9b,e6b571c3-50a7-7f6b-b783-7f79780d5e8c,Xiaomi 15 Pro,xiaomi-xiaomi-15-pro,Flagship smartphone with Leica optics and Snapdragon 8 Gen 4.,4999.0,917,{}
32684cfe-b3db-afe8-b826-82632de31de9,f4ed3a28f726dbebfbb928892fe3e73e0f005622d1f0d8217b91406d8639730c,e6b571c3-50a7-7f6b-b783-7f79780d5e8c,Xiaomi 15,xiaomi-xiaomi-15,Compact flagship with triple Leica camera.,3999.0,53,{}
0c5df618-8621-d09a-07b4-be7234552e08,40c97b1aabfaeeb2b2773a4424d226da445cf9f631d3be0573caf9375fec46c1,e6b571c3-50a7-7f6b-b783-7f79780d5e8c,Xiaomi 15 Ultra,xiaomi-xiaomi-15-ultra,Ultimate camera phone with 1-inch sensor.,6499.0,662,{}
573670e2-a36e-b13f-4364-502c2c5cb45f,7436ecb33e361e2a175e1ac6b6fe29fe43bbc8fcd91bf41c4af08830bed12b9c,e6b571c3-50a7-7f6b-b783-7f79780d5e8c,Redmi Note 14 Pro+,xiaomi-redmi-note-14-pro,Mid-range powerhouse with 200MP camera.,1999.0,482,{}
24b076f1-8d8d-7ada-963e-513238e604e1,c6b28c2d066b28aa0c8ded46d6d516034216c4d4e88ad2526690752b0d69a1f5,e6b571c3-50a7-7f6b-b783-7f79780d5e8c,Redmi Note 14 Pro,xiaomi-redmi-note-14-pro,Great value mid-range phone with AMOLED display.,1499.0,520,{}
3ea8f326-e61a-78ae-3d00-dc6aa74da26d,b0cd3d277c7c40cd6910304bacb348aa886a9416bba82e1fae0f46ff5c6fc575,e6b571c3-50a7-7f6b-b783-7f79780d5e8c,Redmi Note 14,xiaomi-redmi-note-14,Budget-friendly phone with great battery life.,999.0,300,{}
8e307b97-fc99-f0df-246e-f7dba4f77b27,73c613b66d562bcf747b60b1a1c38a135e9fd6564bda98845fee0735218c775d,e6b571c3-50a7-7f6b-b783-7f79780d5e8c,Xiaomi Mix Fold 4,xiaomi-xiaomi-mix-fold-4,Foldable flagship with Leica quad camera.,8999.0,142,{}
5e4df0d9-c662-6d30-b7c3-41e519b81941,ffa44638ac3891e6415a32a4b110df629cb6bba9989873c70a30033ff5536df5,e6b571c3-50a7-7f6b-b783-7f79780d5e8c,Xiaomi Civi 5 Pro,xiaomi-xiaomi-civi-5-pro,Selfie-focused phone with dual front cameras.,2999.0,764,{}
12c0ed18-b1bf-7d24-1b29-6cc70c5d24ee,9e0a9ef51405a73158bd18566acfd617738a6b646b178b4186b35f581770753a,9b4bf376-bb4d-ee67-23b1-0075babc0e26,Xiaomi Pad 7 Pro,xiaomi-xiaomi-pad-7-pro,Premium tablet with 144Hz display and Snapdragon 8 Gen 2.,2799.0,657,{}
f0af9839-28ad-4656-f8f7-9cf0b050a044,b0c68fe558a3b5d513218ec4e7e183c306bd8595ca6c53e4fa38e83c5cfeafbf,9b4bf376-bb4d-ee67-23b1-0075babc0e26,Xiaomi Pad 7,xiaomi-xiaomi-pad-7,Versatile tablet for work and entertainment.,1999.0,377,{}
ba974c0d-7dd3-ff31-6f55-6038e0837f66,b50e80cb6a11a0dc0aeb8c70c73e19750582a4aac84a805ed2bf53c83bdba82b,9b4bf376-bb4d-ee67-23b1-0075babc0e26,Redmi Pad SE,xiaomi-redmi-pad-se,Affordable tablet for entertainment and learning.,999.0,266,{}
0c4e8070-5f08-5820-a92a-e7873fde0a7e,6fb5468bcbf4ccf1242eef03e83784be9e993a5bd1c21c7b98b41060f3667aee,436dcd7c-1680-aad7-4027-de0662e17e99,Xiaomi Book Pro 16 2025,xiaomi-xiaomi-book-pro-16-2025,Premium ultrabook with 3.1K OLED display.,6999.0,229,{}
